activity_id,deal_id,activity_type,activity_date,notes
A01544,D0477,call,2026/02/25,"not happy with the delay, please escalate."
A01545,D0262,Follow Up,03/02/2026,"Great call today, looking forward to next steps."
A01546,D0863,meeting,12/05/2025,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01547,D0711,email,2026-03-04,"Really appreciate the detailed proposal, excited to move forward."
A01548,D0037,email,2026/07/09,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A01549,D0052,,,We may have to look at other vendors if this isn't resolved.
A01550,D0174,call,07/10/2026,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01551,D0812,email,03/12/2025,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01552,D0420,follow-up,2026-07-01,Can we schedule a call sometime next week?
A01553,D0031,call,03/15/2026,"Great call today, looking forward to next steps."
A01554,D0013,call,11/24/2025,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A01555,D0036,,2025-12-08,"  Really appreciate the detailed proposal, excited to move forward.   "
A01556,D0580,call,15/01/2026,"Really appreciate the detailed proposal, excited to move forward."
A01557,D0191,Call,,Please find attached the requested documents.
A01558,D0793,meeting,2026-07-23,"not happy with the delay, please escalate."
A01559,D0828,Call,2026-06-08,"Not happy with the delay, please escalate."
A01560,D0056,EMAIL,23-05-2026,Please find attached the requested documents.
A01561,D0135,EMAIL,2025-12-31,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A01562,D0220,Follow Up,2025-11-20,"Great call today, looking forward to next steps."
A01563,D0681,call,13-12-2025,"Not happy with the delay, please escalate."
A01564,D0185,note,01/31/2026,"Great call today, looking forward to next steps."
A01565,D0324,Call,03/04/2026,"Not happy with the delay, please escalate."
A01566,D0618,meeting,2026-05-20,"Great call today, looking forward to next steps."
A01567,D0709,Meeting,03-05-2026,"Really appreciate the detailed proposal, excited to move forward."
A01568,D0109,Follow Up,20-11-2025,We may have to look at other vendors if this isn't resolved.
A01569,D0175,note,07/05/2026,Please find attached the requested documents.
A01570,D0675,note,2026/07/02,"This is taking longer than expected, we need an update ASAP."
A01571,D0527,note,11/11/2025,"This is taking longer than expected, we need an update ASAP."
A01572,D0513,follow-up,28/11/2025,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01573,D0449,follow-up,2026/05/12,"Really appreciate the detailed proposal, excited to move forward."
A01574,D0635,Follow Up,23/03/2026,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01575,D0755,follow-up,12/22/2025,"This is taking longer than expected, we need an update ASAP."
A01576,D0131,email,04/02/2026,Please find attached the requested documents.
A01577,D0277,,2026-06-17,we may have to look at other vendors if this isn't resolved.
A01578,D0541,note,20/04/2026,"great call today, looking forward to next steps."
A01579,D0173,Call,07/18/2026,"Not happy with the delay, please escalate."
A01580,D0888,call,21-04-2026,"Thanks so much for the quick turnaround, this looks great!"
A01581,D0003,call,,We may have to look at other vendors if this isn't resolved.
A01582,D0299,note,2026/04/10,
A01583,D0534,Follow Up,2026/06/27,"really appreciate the detailed proposal, excited to move forward."
A01584,D0818,call,,"Really appreciate the detailed proposal, excited to move forward."
A01585,D0643,EMAIL,12/24/2025,"  Not happy with the delay, please escalate.   "
A01586,D0852,Follow Up,2026/03/09,"Not happy with the delay, please escalate."
A01587,D0398,call,13-03-2026,Please find attached the requested documents.
A01588,D0085,follow-up,21-12-2025,
A01589,D0612,Follow Up,03/16/2026,Following up on our last conversation regarding pricing.
A01590,D0741,email,2025-12-06,
A01591,D0095,Follow Up,23-04-2026,Please find attached the requested documents.
A01592,D0588,meeting,2025-11-24,Following up on our last conversation regarding pricing.
A01593,D0681,call,N/A,Following up on our last conversation regarding pricing.
A01594,D0423,note,,Can we schedule a call sometime next week?
A01595,D0612,meeting,29-12-2025,"This is taking longer than expected, we need an update ASAP."
A01596,D0055,Call,N/A,"Great call today, looking forward to next steps."
A01597,D0017,EMAIL,2026/03/14,"Really appreciate the detailed proposal, excited to move forward."
A01598,D0142,email,2026/04/16,Please find attached the requested documents.
A01599,D0675,note,2026/05/13,
A01600,D0269,Meeting,11/11/2025,Following up on our last conversation regarding pricing.
A01601,D0198,note,05/07/2026,
A01602,D0302,Call,2026-04-17,We may have to look at other vendors if this isn't resolved.
A01603,D0340,Call,22/04/2026,"Really appreciate the detailed proposal, excited to move forward."
A01604,D0336,Meeting,03-01-2026,
A01605,D0476,Follow Up,2026-02-04,
A01606,D0088,EMAIL,2026/03/25,
A01607,D0741,EMAIL,07/19/2026,
A01608,D0031,meeting,28-06-2026,"Thanks so much for the quick turnaround, this looks great!"
A01609,D0770,Meeting,18-06-2026,
A01610,D0897,meeting,06/28/2026,"Not happy with the delay, please escalate."
A01611,D0650,meeting,2026-05-02,"Really appreciate the detailed proposal, excited to move forward."
A01612,D0008,Meeting,03/14/2026,Please find attached the requested documents.
A01613,D0241,Meeting,22/04/2026,"Really appreciate the detailed proposal, excited to move forward."
A01614,D0174,EMAIL,2026-04-13,"Great call today, looking forward to next steps."
A01615,D0188,note,2026-03-29,We may have to look at other vendors if this isn't resolved.
A01616,D0829,note,20/01/2026,"Great call today, looking forward to next steps."
A01617,D0079,Follow Up,30/12/2025,We may have to look at other vendors if this isn't resolved.
A01618,D0277,Follow Up,22/07/2026,"Really appreciate the detailed proposal, excited to move forward."
A01619,D0655,email,2026-07-04,"This is taking longer than expected, we need an update ASAP."
A01620,D0523,meeting,28/05/2026,Please find attached the requested documents.
A01621,D0321,meeting,23-02-2026,"Thanks so much for the quick turnaround, this looks great!"
A01622,D0757,note,2026-03-02,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01623,D0444,meeting,07-01-2026,"Great call today, looking forward to next steps."
A01624,D0177,call,24-02-2026,
A01625,D0127,Call,2025/12/18,"Not happy with the delay, please escalate."
A01626,D0083,follow-up,07/20/2026,"Thanks so much for the quick turnaround, this looks great!"
A01627,D0315,email,2026/04/30,Please find attached the requested documents.
A01628,D0826,EMAIL,2026/02/03,We may have to look at other vendors if this isn't resolved.
A01629,D0550,call,17/02/2026,
A01630,D0868,Call,2025-12-05,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01631,D0380,meeting,30-06-2026,"Really appreciate the detailed proposal, excited to move forward."
A01632,D0884,call,18/06/2026,"Thanks so much for the quick turnaround, this looks great!"
A01633,D0541,note,,Following up on our last conversation regarding pricing.
A01634,D0748,follow-up,2026-04-14,following up on our last conversation regarding pricing.
A01635,D0207,Call,2026/05/07,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01636,D0034,call,08/11/2025,"  Really appreciate the detailed proposal, excited to move forward.   "
A01637,D0509,Call,12/01/2026,We may have to look at other vendors if this isn't resolved.
A01638,D0108,note,12/29/2025,Can we schedule a call sometime next week?
A01639,D0770,call,21-06-2026,"Really appreciate the detailed proposal, excited to move forward."
A01640,D0652,,20-02-2026,Can we schedule a call sometime next week?
A01641,D0079,email,03-04-2026,Following up on our last conversation regarding pricing.
A01642,D0123,call,01/28/2026,We may have to look at other vendors if this isn't resolved.
A01643,D0455,follow-up,04/05/2026,"Great call today, looking forward to next steps."
A01644,D0058,email,21/02/2026,"Really appreciate the detailed proposal, excited to move forward."
A01645,D0525,Call,10/06/2026,"great call today, looking forward to next steps."
A01646,D0611,Follow Up,24/02/2026,Please find attached the requested documents.
A01647,D0549,email,01/10/2026,"Thanks so much for the quick turnaround, this looks great!"
A01648,D0885,Call,2025-11-15,"Great call today, looking forward to next steps."
A01649,D0690,follow-up,13-03-2026,"Not happy with the delay, please escalate."
A01650,D0016,EMAIL,30-12-2025,Following up on our last conversation regarding pricing.
A01651,D0898,note,04/23/2026,
A01652,D0394,Follow Up,13/11/2025,We may have to look at other vendors if this isn't resolved.
A01653,D0408,,,"Not happy with the delay, please escalate."
A01654,D0448,Follow Up,12/31/2025,Can we schedule a call sometime next week?
A01655,D0146,Call,2026-06-28,"This is taking longer than expected, we need an update ASAP."
A01656,D0398,Call,,"  Thanks so much for the quick turnaround, this looks great!   "
A01657,D0833,follow-up,06/01/2026,Please find attached the requested documents.
A01658,D0712,Call,11/30/2025,"Great call today, looking forward to next steps."
A01659,D0516,Call,2026-07-23,Please find attached the requested documents.
A01660,D0616,Call,16-04-2026,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A01661,D0073,note,05-12-2025,We may have to look at other vendors if this isn't resolved.
A01662,D0414,email,2026/03/28,  Can we schedule a call sometime next week?   
A01663,D0096,call,2026-07-18,Please find attached the requested documents.
A01664,D0788,EMAIL,2025/11/06,"This is taking longer than expected, we need an update ASAP."
A01665,D0484,email,12-02-2026,"really appreciate the detailed proposal, excited to move forward."
A01666,D0460,,2026-06-02,"  Great call today, looking forward to next steps.   "
A01667,D0577,,30-01-2026,Can we schedule a call sometime next week?
A01668,D0655,call,2026/02/05,"not happy with the delay, please escalate."
A01669,D0020,EMAIL,29-05-2026,"This is taking longer than expected, we need an update ASAP."
A01670,D0379,meeting,17/11/2025,"not happy with the delay, please escalate."
A01671,D0453,Call,,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A01672,D0126,Meeting,28-12-2025,"Not happy with the delay, please escalate."
A01673,D0236,,2026-03-27,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A01674,D0234,follow-up,,"Great call today, looking forward to next steps."
A01675,D0075,meeting,18-06-2026,"Not happy with the delay, please escalate."
A01676,D0166,Follow Up,16-02-2026,"This is taking longer than expected, we need an update ASAP."
A01677,D0152,,2026/05/16,Please find attached the requested documents.
A01678,D0439,meeting,18/01/2026,"This is taking longer than expected, we need an update ASAP."
A01679,D0070,email,12/14/2025,We may have to look at other vendors if this isn't resolved.
A01680,D0428,EMAIL,02/10/2026,Following up on our last conversation regarding pricing.
A01681,D0517,,21/02/2026,"Thanks so much for the quick turnaround, this looks great!"
A01682,D0536,note,03/31/2026,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01683,D0380,email,07-01-2026,"Thanks so much for the quick turnaround, this looks great!"
A01684,D0619,EMAIL,2025/11/04,"This is taking longer than expected, we need an update ASAP."
A01685,D0336,Follow Up,20/06/2026,Please find attached the requested documents.
A01686,D0699,Meeting,2026-05-26,"Not happy with the delay, please escalate."
A01687,D0512,Meeting,03/24/2026,"This is taking longer than expected, we need an update ASAP."
A01688,D0884,call,2026/03/17,please find attached the requested documents.
A01689,D0216,note,06/05/2026,"Not happy with the delay, please escalate."
A01690,D0724,EMAIL,11/12/2025,"not happy with the delay, please escalate."
A01691,D0856,,17/01/2026,"This is taking longer than expected, we need an update ASAP."
A01692,D0110,note,07-11-2025,"Great call today, looking forward to next steps."
A01693,D0117,meeting,2026/04/22,"This is taking longer than expected, we need an update ASAP."
A01694,D0384,EMAIL,07/05/2026,"  Thanks so much for the quick turnaround, this looks great!   "
A01695,D0184,EMAIL,,"Great call today, looking forward to next steps."
A01696,D0583,follow-up,,please find attached the requested documents.
A01697,D0508,Call,N/A,
A01698,D0476,call,2026-02-12,"This is taking longer than expected, we need an update ASAP."
A01699,D0798,call,2026-02-18,"Thanks so much for the quick turnaround, this looks great!"
A01700,D0190,note,06/12/2026,Please find attached the requested documents.
A01701,D0230,Call,28/06/2026,"Great call today, looking forward to next steps."
A01702,D0444,email,2026-06-24,  We may have to look at other vendors if this isn't resolved.   
A01703,D0760,note,21-11-2025,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01704,D0631,Follow Up,2026/03/18,can we schedule a call sometime next week?
A01705,D0756,Follow Up,12/05/2026,"Great call today, looking forward to next steps."
A01706,D0554,Call,2026/05/20,"Really appreciate the detailed proposal, excited to move forward."
A01707,D0668,call,2025/11/06,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A01708,D0736,note,22-05-2026,"Great call today, looking forward to next steps."
A01709,D0660,meeting,03/28/2026,"Not happy with the delay, please escalate."
A01710,D0601,Meeting,,"Thanks so much for the quick turnaround, this looks great!"
A01711,D0309,call,26/11/2025,Can we schedule a call sometime next week?
A01712,D0023,EMAIL,,"Thanks so much for the quick turnaround, this looks great!"
A01713,D0579,EMAIL,02/15/2026,"Great call today, looking forward to next steps."
A01714,D0796,meeting,06/16/2026,"Thanks so much for the quick turnaround, this looks great!"
A01715,D0036,Follow Up,06/23/2026,Can we schedule a call sometime next week?
A01716,D0178,call,06/03/2026,CAN WE SCHEDULE A CALL SOMETIME NEXT WEEK?
A01717,D0384,Meeting,2026-02-24,"Really appreciate the detailed proposal, excited to move forward."
A01718,D0346,meeting,2026-05-23,Following up on our last conversation regarding pricing.
A01719,D0833,follow-up,22-01-2026,Following up on our last conversation regarding pricing.
A01720,D0252,email,06-03-2026,Following up on our last conversation regarding pricing.
A01721,D0437,EMAIL,,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01722,D0759,follow-up,07/23/2026,"really appreciate the detailed proposal, excited to move forward."
A01723,D0276,meeting,2026/04/07,"Thanks so much for the quick turnaround, this looks great!"
A01724,D0613,note,2026/02/11,"Great call today, looking forward to next steps."
A01725,D0249,,2026-02-26,"Not happy with the delay, please escalate."
A01726,D0285,EMAIL,N/A,"Thanks so much for the quick turnaround, this looks great!"
A01727,D0888,meeting,2026/02/19,Following up on our last conversation regarding pricing.
A01728,D0816,Call,01/15/2026,"This is taking longer than expected, we need an update ASAP."
A01729,D0103,,17/01/2026,"Great call today, looking forward to next steps."
A01730,D0281,,2026/05/11,"This is taking longer than expected, we need an update ASAP."
A01731,D0146,call,19/03/2026,"Really appreciate the detailed proposal, excited to move forward."
A01732,D0028,call,02/13/2026,We may have to look at other vendors if this isn't resolved.
A01733,D0141,meeting,N/A,
A01734,D0708,email,18-05-2026,"Thanks so much for the quick turnaround, this looks great!"
A01735,D0738,EMAIL,2026-07-19,  Please find attached the requested documents.   
A01736,D0530,,2026/05/28,"Not happy with the delay, please escalate."
A01737,D0620,EMAIL,15-05-2026,
A01738,D0559,email,04-03-2026,Can we schedule a call sometime next week?
A01739,D0113,Follow Up,2026-04-07,Please find attached the requested documents.
A01740,D0043,note,07/11/2025,Following up on our last conversation regarding pricing.
A01741,D0776,EMAIL,2026/05/30,"This is taking longer than expected, we need an update ASAP."
A01742,D0633,call,02/03/2026,We may have to look at other vendors if this isn't resolved.
A01743,D0282,call,11-03-2026,We may have to look at other vendors if this isn't resolved.
A01744,D0540,follow-up,2025/11/30,"Great call today, looking forward to next steps."
A01745,D0448,,01/24/2026,"Thanks so much for the quick turnaround, this looks great!"
A01746,D0494,EMAIL,12/09/2025,Can we schedule a call sometime next week?
A01747,D0799,Meeting,2026-04-22,"this is taking longer than expected, we need an update asap."
A01748,D0188,Meeting,,"Really appreciate the detailed proposal, excited to move forward."
A01749,D0815,note,03-04-2026,"not happy with the delay, please escalate."
A01750,D0604,meeting,2025-12-27,"Really appreciate the detailed proposal, excited to move forward."
A01751,D0167,email,2026-07-16,Please find attached the requested documents.
A01752,D0012,call,12/04/2026,"this is taking longer than expected, we need an update asap."
A01753,D0041,EMAIL,2025-11-23,Please find attached the requested documents.
A01754,D0848,call,18-02-2026,
A01755,D0857,meeting,2026-06-17,
A01756,D0779,Call,03/23/2026,Can we schedule a call sometime next week?
A01757,D0182,EMAIL,18/06/2026,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01758,D0392,call,27/05/2026,"Thanks so much for the quick turnaround, this looks great!"
A01759,D0498,call,16-11-2025,"this is taking longer than expected, we need an update asap."
A01760,D0429,call,15/03/2026,"Great call today, looking forward to next steps."
A01761,D0539,Meeting,,  Can we schedule a call sometime next week?   
A01762,D0278,note,22/05/2026,"Great call today, looking forward to next steps."
A01763,D0211,email,2026-06-16,"Thanks so much for the quick turnaround, this looks great!"
A01764,D0266,meeting,10/11/2025,please find attached the requested documents.
A01765,D0102,note,08-05-2026,"Really appreciate the detailed proposal, excited to move forward."
A01766,D0183,,13/04/2026,We may have to look at other vendors if this isn't resolved.
A01767,D0133,call,06/27/2026,Please find attached the requested documents.
A01768,D0047,meeting,2026-01-12,"Not happy with the delay, please escalate."
A01769,D0524,follow-up,2025-12-27,"Not happy with the delay, please escalate."
A01770,D0177,meeting,2026-04-03,"Great call today, looking forward to next steps."
A01771,D0316,meeting,2026-03-14,"not happy with the delay, please escalate."
A01772,D0439,Meeting,2026/03/17,"This is taking longer than expected, we need an update ASAP."
A01773,D0780,call,21-07-2026,We may have to look at other vendors if this isn't resolved.
A01774,D0863,EMAIL,2026/01/04,"Thanks so much for the quick turnaround, this looks great!"
A01775,D0203,follow-up,06-03-2026,"Really appreciate the detailed proposal, excited to move forward."
A01776,D0004,Follow Up,2026/03/12,Can we schedule a call sometime next week?
A01777,D0760,meeting,01/04/2026,  Please find attached the requested documents.   
A01778,D0618,call,2026-05-22,
A01779,D0689,note,,"Not happy with the delay, please escalate."
A01780,D0755,Call,10/07/2026,We may have to look at other vendors if this isn't resolved.
A01781,D0283,email,25/02/2026,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A01782,D0864,Meeting,21-11-2025,"This is taking longer than expected, we need an update ASAP."
A01783,D0898,note,05/12/2025,We may have to look at other vendors if this isn't resolved.
A01784,D0801,Call,04-11-2025,"Really appreciate the detailed proposal, excited to move forward."
A01785,D0765,Follow Up,2026-03-22,"Great call today, looking forward to next steps."
A01786,D0171,Follow Up,2025-12-03,
A01787,D0466,follow-up,24-12-2025,Following up on our last conversation regarding pricing.
A01788,D0439,call,2026-06-26,Following up on our last conversation regarding pricing.
A01789,D0436,Follow Up,12/01/2025,"Thanks so much for the quick turnaround, this looks great!"
A01790,D0682,email,,"This is taking longer than expected, we need an update ASAP."
A01791,D0124,follow-up,03/16/2026,"Great call today, looking forward to next steps."
A01792,D0487,Follow Up,2026-04-20,"Thanks so much for the quick turnaround, this looks great!"
A01793,D0663,follow-up,03/24/2026,We may have to look at other vendors if this isn't resolved.
A01794,D0828,call,12/08/2025,"  This is taking longer than expected, we need an update ASAP.   "
A01795,D0174,follow-up,2026/06/27,
A01796,D0865,Meeting,23-02-2026,"Thanks so much for the quick turnaround, this looks great!"
A01797,D0585,EMAIL,2025-11-03,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A01798,D0575,note,2025-12-02,We may have to look at other vendors if this isn't resolved.
A01799,D0454,call,07/31/2026,"Great call today, looking forward to next steps."
A01800,D0412,EMAIL,2026-05-16,"not happy with the delay, please escalate."
A01191,D0779,email,2026/07/09,can we schedule a call sometime next week?
A00364,D0835,meeting,2026-07-13,Can we schedule a call sometime next week?
A01571,D0527,note,11/11/2025,"This is taking longer than expected, we need an update ASAP."
A01715,D0036,Follow Up,06/23/2026,Can we schedule a call sometime next week?
A01043,D0507,follow-up,11/19/2025,"Not happy with the delay, please escalate."
A01719,D0833,follow-up,22-01-2026,Following up on our last conversation regarding pricing.
A01261,D0254,EMAIL,2026-03-02,Please find attached the requested documents.
A00165,D0852,EMAIL,,"this is taking longer than expected, we need an update asap."
A01379,D0002,follow-up,12/11/2025,Please find attached the requested documents.
A01161,D0301,email,12/05/2025,We may have to look at other vendors if this isn't resolved.
A01672,D0126,Meeting,28-12-2025,"Not happy with the delay, please escalate."
A01099,D0889,follow-up,12/27/2025,"Really appreciate the detailed proposal, excited to move forward."
A00328,D0675,follow-up,12/27/2025,"thanks so much for the quick turnaround, this looks great!"
A01005,D0093,,2026/07/07,"Thanks so much for the quick turnaround, this looks great!"
A00246,D0015,Call,18-11-2025,  Following up on our last conversation regarding pricing.   
A01151,D0286,,2026/04/16,"Great call today, looking forward to next steps."
A00316,D0630,Call,16-07-2026,"Great call today, looking forward to next steps."
A00858,D0151,note,01-11-2025,We may have to look at other vendors if this isn't resolved.
A01439,D0272,meeting,2026/06/06,"Great call today, looking forward to next steps."
A00662,D0715,follow-up,25/11/2025,"This is taking longer than expected, we need an update ASAP."
A01161,D0301,email,12/05/2025,We may have to look at other vendors if this isn't resolved.
A01576,D0131,email,04/02/2026,Please find attached the requested documents.
A00418,D0491,Call,2026-02-18,"this is taking longer than expected, we need an update asap."
A01583,D0534,Follow Up,2026/06/27,"really appreciate the detailed proposal, excited to move forward."
A01648,D0885,Call,2025-11-15,"Great call today, looking forward to next steps."
A00478,D0371,Follow Up,2026-07-02,Please find attached the requested documents.
A00950,D0205,Follow Up,2026-04-24,
A00186,D0142,,06/26/2026,Please find attached the requested documents.
A00938,D0686,meeting,08-05-2026,"This is taking longer than expected, we need an update ASAP."
A01511,D0714,follow-up,17/07/2026,"this is taking longer than expected, we need an update asap."
A00013,D0053,Follow Up,2026-02-13,Following up on our last conversation regarding pricing.
A01094,D0275,call,,"This is taking longer than expected, we need an update ASAP."
A00867,D0343,call,,
A01685,D0336,Follow Up,20/06/2026,Please find attached the requested documents.
A01701,D0230,Call,28/06/2026,"Great call today, looking forward to next steps."
