activity_id,deal_id,activity_type,activity_date,notes,orphaned_deal
A01726,D0285,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01727,D0888,meeting,,Following up on our last conversation regarding pricing.,False
A01728,D0816,call,,"This is taking longer than expected, we need an update ASAP.",False
A01729,D0103,unknown,2026-01-17,"Great call today, looking forward to next steps.",False
A01730,D0281,unknown,,"This is taking longer than expected, we need an update ASAP.",False
A01731,D0146,call,2026-03-19,"Really appreciate the detailed proposal, excited to move forward.",False
A01732,D0028,call,,We may have to look at other vendors if this isn't resolved.,False
A01733,D0141,meeting,,,False
A01734,D0708,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01735,D0738,email,,Please find attached the requested documents.,False
A01736,D0530,unknown,,"Not happy with the delay, please escalate.",False
A01737,D0620,email,,,False
A01738,D0559,email,,Can we schedule a call sometime next week?,False
A01739,D0113,follow_up,2026-07-04,Please find attached the requested documents.,False
A01740,D0043,note,2025-11-07,Following up on our last conversation regarding pricing.,False
A01741,D0776,email,,"This is taking longer than expected, we need an update ASAP.",False
A01742,D0633,call,2026-03-02,We may have to look at other vendors if this isn't resolved.,False
A01743,D0282,call,,We may have to look at other vendors if this isn't resolved.,False
A01744,D0540,follow_up,,"Great call today, looking forward to next steps.",False
A01745,D0448,unknown,,"Thanks so much for the quick turnaround, this looks great!",False
A01746,D0494,email,2025-09-12,Can we schedule a call sometime next week?,False
A01747,D0799,meeting,,"this is taking longer than expected, we need an update asap.",False
A01748,D0188,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01749,D0815,note,,"not happy with the delay, please escalate.",False
A01750,D0604,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01751,D0167,email,,Please find attached the requested documents.,False
A01752,D0012,call,2026-04-12,"this is taking longer than expected, we need an update asap.",False
A01753,D0041,email,,Please find attached the requested documents.,False
A01754,D0848,call,,,False
A01755,D0857,meeting,,,False
A01756,D0779,call,,Can we schedule a call sometime next week?,False
A01757,D0182,email,2026-06-18,"Really appreciate the detailed proposal, excited to move forward.",False
A01758,D0392,call,2026-05-27,"Thanks so much for the quick turnaround, this looks great!",False
A01759,D0498,call,,"this is taking longer than expected, we need an update asap.",False
A01760,D0429,call,2026-03-15,"Great call today, looking forward to next steps.",False
A01761,D0539,meeting,,Can we schedule a call sometime next week?,False
A01762,D0278,note,2026-05-22,"Great call today, looking forward to next steps.",False
A01763,D0211,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01764,D0266,meeting,2025-11-10,please find attached the requested documents.,False
A01765,D0102,note,,"Really appreciate the detailed proposal, excited to move forward.",False
A01766,D0183,unknown,2026-04-13,We may have to look at other vendors if this isn't resolved.,False
A01767,D0133,call,,Please find attached the requested documents.,False
A01768,D0047,meeting,2026-12-01,"Not happy with the delay, please escalate.",False
A01769,D0524,follow_up,,"Not happy with the delay, please escalate.",False
A01770,D0177,meeting,2026-03-04,"Great call today, looking forward to next steps.",False
A01771,D0316,meeting,,"not happy with the delay, please escalate.",False
A01772,D0439,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01773,D0780,call,,We may have to look at other vendors if this isn't resolved.,False
A01774,D0863,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01775,D0203,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01776,D0004,follow_up,,Can we schedule a call sometime next week?,False
A01777,D0760,meeting,2026-04-01,Please find attached the requested documents.,False
A01778,D0618,call,,,False
A01779,D0689,note,,"Not happy with the delay, please escalate.",False
A01780,D0755,call,2026-07-10,We may have to look at other vendors if this isn't resolved.,False
A01781,D0283,email,2026-02-25,"This is taking longer than expected, we need an update asap.",False
A01782,D0864,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01783,D0898,note,2025-12-05,We may have to look at other vendors if this isn't resolved.,False
A01784,D0801,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01785,D0765,follow_up,,"Great call today, looking forward to next steps.",False
A01786,D0171,follow_up,2025-03-12,,False
A01787,D0466,follow_up,,Following up on our last conversation regarding pricing.,False
A01788,D0439,call,,Following up on our last conversation regarding pricing.,False
A01789,D0436,follow_up,2025-01-12,"Thanks so much for the quick turnaround, this looks great!",False
A01790,D0682,email,,"This is taking longer than expected, we need an update ASAP.",False
A01791,D0124,follow_up,,"Great call today, looking forward to next steps.",False
A01792,D0487,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01793,D0663,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A01794,D0828,call,2025-08-12,"This is taking longer than expected, we need an update ASAP.",False
A01795,D0174,follow_up,,,False
A01796,D0865,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01797,D0585,email,2025-03-11,"Not happy with the delay, please escalate.",False
A01798,D0575,note,2025-02-12,We may have to look at other vendors if this isn't resolved.,False
A01799,D0454,call,,"Great call today, looking forward to next steps.",False
A01800,D0412,email,,"not happy with the delay, please escalate.",False
A01191,D0779,email,,can we schedule a call sometime next week?,False
A00364,D0835,meeting,,Can we schedule a call sometime next week?,False
A01571,D0527,note,2025-11-11,"This is taking longer than expected, we need an update ASAP.",False
A01715,D0036,follow_up,,Can we schedule a call sometime next week?,False
A01043,D0507,follow_up,,"Not happy with the delay, please escalate.",False
A01719,D0833,follow_up,,Following up on our last conversation regarding pricing.,False
A01261,D0254,email,2026-02-03,Please find attached the requested documents.,False
A00165,D0852,email,,"this is taking longer than expected, we need an update asap.",False
A01379,D0002,follow_up,2025-11-12,Please find attached the requested documents.,False
A01161,D0301,email,2025-05-12,We may have to look at other vendors if this isn't resolved.,False
A01672,D0126,meeting,,"Not happy with the delay, please escalate.",False
A01099,D0889,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A00328,D0675,follow_up,,"thanks so much for the quick turnaround, this looks great!",False
A01005,D0093,unknown,,"Thanks so much for the quick turnaround, this looks great!",False
A00246,D0015,call,,Following up on our last conversation regarding pricing.,False
A01151,D0286,unknown,,"Great call today, looking forward to next steps.",False
A00316,D0630,call,,"Great call today, looking forward to next steps.",False
A00858,D0151,note,,We may have to look at other vendors if this isn't resolved.,False
A01439,D0272,meeting,,"Great call today, looking forward to next steps.",False
A00662,D0715,follow_up,2025-11-25,"This is taking longer than expected, we need an update ASAP.",False
A01161,D0301,email,2025-05-12,We may have to look at other vendors if this isn't resolved.,False
A01576,D0131,email,2026-02-04,Please find attached the requested documents.,False
A00418,D0491,call,,"this is taking longer than expected, we need an update asap.",False
A01583,D0534,follow_up,,"really appreciate the detailed proposal, excited to move forward.",False
A01648,D0885,call,,"Great call today, looking forward to next steps.",False
A00478,D0371,follow_up,2026-02-07,Please find attached the requested documents.,False
A00950,D0205,follow_up,,,False
A00186,D0142,unknown,,Please find attached the requested documents.,False
A00938,D0686,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01511,D0714,follow_up,2026-07-17,"this is taking longer than expected, we need an update asap.",False
A00013,D0053,follow_up,,Following up on our last conversation regarding pricing.,False
A01094,D0275,call,,"This is taking longer than expected, we need an update ASAP.",False
A00867,D0343,call,,,False
A01685,D0336,follow_up,2026-06-20,Please find attached the requested documents.,False
A01701,D0230,call,2026-06-28,"Great call today, looking forward to next steps.",False
